Alpha 3 Code,Year,IS dC_loss (TgCO2),IS dC_loss unc (TgCO2),LNLG dC_loss (TgCO2),LNLG dC_loss unc (TgCO2),LNLGIS dC_loss (TgCO2),LNLGIS dC_loss unc (TgCO2),LNLGOGIS dC_loss (TgCO2),LNLGOGIS dC_loss unc (TgCO2),IS NBE (TgCO2),IS NBE unc (TgCO2),LNLG NBE (TgCO2),LNLG NBE unc (TgCO2),LNLGIS NBE (TgCO2),LNLGIS NBE unc (TgCO2),LNLGOGIS NBE (TgCO2),LNLGOGIS NBE unc (TgCO2),IS NCE (TgCO2),IS NCE unc (TgCO2),LNLG NCE (TgCO2),LNLG NCE unc (TgCO2),LNLGIS NCE (TgCO2),LNLGIS NCE unc (TgCO2),LNLGOGIS NCE (TgCO2),LNLGOGIS NCE unc (TgCO2),Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,FUR IS,FUR LNLG,FUR LNLGIS,FUR LNLGOGIS
CHN,2015,-2089.8,2312.24,-2682.34,1480.92,-2656.71,1208.43,-1943.08,1363.49,-2149.71,2312.24,-2742.26,1480.92,-2716.62,1208.43,-2003.0,1363.49,7782.38,2151.52,7189.84,1214.78,7215.47,861.898,7929.1,1068.49,-275.07099999999997,8.239989999999999,215.157,64.5472,9932.09,847.01,-0.61,0.46,0.68,0.71,0.74
CHN,2016,-2609.01,919.99,-1518.15,1518.43,-2117.44,1269.69,-1598.62,1192.83,-2704.73,919.99,-1613.86,1518.43,-2213.16,1269.69,-1694.34,1192.83,7151.4,386.05400000000003,8242.27,1268.19,7642.98,956.432,8161.8,851.768,-310.876,63.3705,215.157,64.5472,9856.13,835.071,1.2,0.46,0.68,0.71,0.74
CHN,2017,-2012.39,1568.44,-2409.98,1439.08,-2401.35,1191.79,-1875.48,1384.93,-2097.49,1568.44,-2495.08,1439.08,-2486.45,1191.79,-1960.58,1384.93,7865.43,1318.78,7467.84,1161.95,7476.47,836.377,8002.34,1094.16,-300.259,42.1373,215.157,64.5472,9962.92,849.0139999999999,-0.41,0.46,0.68,0.71,0.74
CHN,2018,-1834.7,1996.76,-2297.86,1625.75,-2210.8,1602.28,-1289.21,1958.71,-1892.28,1996.76,-2355.43,1625.75,-2268.37,1602.28,-1346.78,1958.71,8278.32,1807.27,7815.16,1386.45,7902.23,1358.85,8823.81,1765.14,-272.73,12.9221,215.157,64.5472,10170.6,849.0139999999999,-0.43,0.46,0.68,0.71,0.74
CHN,2019,-2104.25,1463.95,-1174.24,2369.91,-2076.07,1936.46,-1331.43,1226.13,-2169.87,1463.95,-1239.86,2369.91,-2141.69,1936.46,-1397.05,1226.13,8313.37,1194.04,9243.38,2213.38,8341.55,1741.39,9086.19,886.551,-280.77299999999997,3.1640200000000003,215.157,64.5472,10483.2,847.01,1.69,0.46,0.68,0.71,0.74
CHN,2020,-382.225,986.9069999999999,-1466.7,1925.1,-1361.47,1342.7,-796.315,1390.92,-455.01,986.9069999999999,-1539.48,1925.1,-1434.26,1342.7,-869.1,1390.92,10040.1,506.517,8955.61,1728.75,9060.84,1041.83,9625.99,1103.28,-287.942,25.9668,215.157,64.5472,10495.1,847.01,-0.87,0.46,0.68,0.71,0.74
CHN,mean,-1768.73,1384.62,-1768.97,1633.33,-2216.64,1417.08,-1516.2,1447.05,-1841.52,1382.87,-1841.76,1631.85,-2289.43,1415.37,-1588.99,1445.37,8308.49,1094.14,8308.26,1395.62,7860.59,1134.94,8561.03,1172.14,-287.942,25.9668,215.157,64.5472,10150.0,845.688,-0.0,0.46,0.68,0.71,0.74
CIV,2015,-11.7496,102.76100000000001,223.305,74.6404,224.942,130.113,231.96400000000003,98.1675,-23.25,102.76100000000001,211.805,74.6404,213.44099999999997,130.113,220.463,98.1675,-10.3875,102.759,224.667,74.6376,226.304,130.112,233.326,98.1653,-10.4892,6.29502,-1.0112,-0.303359,12.8625,0.64376,1.86,0.1,0.34,0.35,0.42
CIV,2016,86.5372,98.8891,214.52900000000002,122.35700000000001,155.17700000000002,147.623,279.207,75.8668,69.1718,98.8891,197.16400000000002,122.35700000000001,137.812,147.623,261.842,75.8668,82.4032,98.8858,210.395,122.355,151.043,147.621,275.073,75.8626,-16.3542,18.025,-1.0112,-0.303359,13.2315,0.799265,1.25,0.1,0.34,0.35,0.42
CIV,2017,47.0695,108.51,199.513,120.21700000000001,175.095,84.0509,193.57299999999998,153.262,31.2997,108.51,183.74400000000003,120.21700000000001,159.325,84.0509,177.803,153.262,45.1273,108.507,197.571,120.214,173.153,84.0471,191.63099999999997,153.26,-14.7585,14.8337,-1.0112,-0.303359,13.8276,0.803037,1.81,0.1,0.34,0.35,0.42
CIV,2018,-39.8923,132.001,209.40900000000002,136.936,118.37200000000001,140.239,137.63299999999998,165.97400000000002,-52.6325,132.001,196.669,136.936,105.632,140.239,124.89299999999999,165.97400000000002,-38.3602,131.998,210.94099999999997,136.934,119.904,140.237,139.165,165.97299999999998,-11.729,8.774560000000001,-1.0112,-0.303359,14.2723,0.803037,1.67,0.1,0.34,0.35,0.42
CIV,2019,16.2343,86.688,116.104,114.59,85.9242,149.754,98.5358,161.83,3.4002199999999996,86.688,103.27,114.59,73.0901,149.754,85.7018,161.83,18.063,86.6856,117.93299999999999,114.588,87.753,149.752,100.365,161.829,-11.8228,8.96229,-1.0112,-0.303359,14.6628,0.64376,0.64,0.1,0.34,0.35,0.42
CIV,2020,18.6218,99.3721,193.608,129.718,152.221,110.51299999999999,107.685,78.3753,4.57989,99.3721,179.56599999999997,129.718,138.179,110.51299999999999,93.6428,78.3753,18.1111,99.37,193.097,129.717,151.71,110.51100000000001,107.17399999999999,78.3726,-13.0307,11.3781,-1.0112,-0.303359,13.5312,0.64376,1.35,0.1,0.34,0.35,0.42
CIV,mean,21.6371,97.1038,185.71400000000003,107.65100000000001,140.764,114.32700000000001,172.74099999999999,115.475,7.59513,96.4344,171.672,107.04700000000001,126.72200000000001,113.759,158.69899999999998,114.913,21.3264,96.4317,185.403,107.045,140.453,113.757,172.43,114.911,-13.0307,11.3781,-1.0112,-0.303359,13.7313,0.72277,1.78,0.1,0.34,0.35,0.42
CMR,2015,-58.6714,188.291,184.023,152.961,127.602,114.04700000000001,38.8544,199.578,-68.1802,188.291,174.514,152.961,118.09299999999999,114.04700000000001,29.3456,199.578,-63.2136,188.29,179.481,152.959,123.06,114.044,34.3122,199.576,-12.3002,12.505,2.79143,0.8374290000000001,4.96667,0.783996,1.25,0.09,0.44,0.45,0.51
CMR,2016,199.365,139.368,156.27,166.47,179.89,190.155,88.7764,189.891,188.998,139.368,145.90200000000002,166.47,169.523,190.155,78.4092,189.891,194.12599999999998,139.365,151.031,166.468,174.65099999999998,190.153,83.5374,189.889,-13.1586,10.7882,2.79143,0.8374290000000001,5.12821,0.8354719999999999,-0.26,0.09,0.44,0.45,0.51
CMR,2017,77.0207,155.749,143.768,106.84,180.359,130.232,63.0294,307.53700000000003,66.8269,155.749,133.575,106.84,170.165,130.232,52.8356,307.53700000000003,72.1545,155.747,138.90200000000002,106.837,175.493,130.23,58.1632,307.536,-12.9853,11.135,2.79143,0.8374290000000001,5.32761,0.761776,0.62,0.09,0.44,0.45,0.51
CMR,2018,-37.5729,179.43200000000002,-13.34,88.5274,30.5107,117.87700000000001,-113.57,239.32299999999998,-47.8573,179.43200000000002,-23.6244,88.5274,20.2263,117.87700000000001,-123.855,239.32299999999998,-42.3686,179.43099999999998,-18.1357,88.5242,25.715,117.875,-118.366,239.322,-13.0759,10.9538,2.79143,0.8374290000000001,5.4886800000000004,0.761776,0.12,0.09,0.44,0.45,0.51
CMR,2019,101.584,120.84,63.4394,124.315,110.212,120.71,-38.8724,280.18,90.9068,120.84,52.7622,124.315,99.5348,120.71,-49.5495,280.18,96.5365,120.837,58.3919,124.31299999999999,105.164,120.70700000000001,-43.9199,280.178,-13.4686,10.1683,2.79143,0.8374290000000001,5.62964,0.783996,-0.39,0.09,0.44,0.45,0.51
CMR,2020,69.0175,134.984,85.624,79.7148,106.178,114.243,-111.637,124.39399999999999,58.8112,134.984,75.4177,79.7148,95.9721,114.243,-121.844,124.39399999999999,63.9719,134.981,80.5784,79.711,101.133,114.24,-116.68299999999999,124.39200000000001,-12.9977,11.1101,2.79143,0.8374290000000001,5.16068,0.783996,0.14,0.09,0.44,0.45,0.51
CMR,mean,39.475,123.98899999999999,126.835,116.796,152.327,154.622,35.1478,210.21,29.2687,123.48700000000001,116.62899999999999,116.264,142.12,154.22,24.9415,209.915,34.5523,123.484,121.912,116.26100000000001,147.404,154.218,30.2251,209.91299999999998,-12.9977,11.1101,2.79143,0.8374290000000001,5.283580000000001,0.785168,0.83,0.09,0.44,0.45,0.51
COD,2015,352.898,270.459,12.5192,214.192,30.6792,521.225,-15.6265,379.381,311.908,270.459,-28.4703,214.192,-10.3104,521.225,-56.6161,379.381,319.259,270.459,-21.1196,214.192,-2.95967,521.224,-49.2654,379.381,-40.9896,7.79332,0.0,0.0,7.35073,0.282564,-0.6,0.23,0.67,0.65,0.69
COD,2016,1038.11,708.137,148.907,250.47299999999998,94.8186,288.20599999999996,19.0267,491.23,993.328,708.137,104.12899999999999,250.47299999999998,50.0406,288.20599999999996,-25.7513,491.23,1000.91,708.137,111.711,250.47299999999998,57.6227,288.20599999999996,-18.1692,491.23,-44.778,0.216448,0.0,0.0,7.58206,0.203683,-0.88,0.23,0.67,0.65,0.69
COD,2017,486.61300000000006,498.717,138.386,140.188,131.591,368.295,214.93900000000002,353.722,442.908,498.717,94.6805,140.188,87.8861,368.295,171.234,353.722,450.795,498.717,102.56700000000001,140.188,95.7728,368.295,179.12,353.722,-43.7051,2.36227,0.0,0.0,7.88673,0.250345,-0.5,0.23,0.67,0.65,0.69
COD,2018,229.21400000000003,434.00699999999995,-40.8463,435.577,-53.7382,407.73400000000004,49.8262,347.392,183.44799999999998,434.00699999999995,-86.6124,435.577,-99.5043,407.73400000000004,4.06001,347.392,191.56099999999998,434.00699999999995,-78.4997,435.577,-91.3916,407.73400000000004,12.1728,347.392,-45.7662,1.7598599999999998,0.0,0.0,8.11277,0.250345,-0.34,0.23,0.67,0.65,0.69
COD,2019,656.171,448.46,145.80100000000002,258.726,149.946,467.784,-91.3185,633.386,610.323,448.46,99.9523,258.726,104.098,467.784,-137.167,633.386,618.63,448.46,108.259,258.726,112.405,467.784,-128.86,633.386,-45.8486,1.92467,0.0,0.0,8.307080000000001,0.282564,-1.0,0.23,0.67,0.65,0.69
COD,2020,461.07800000000003,412.401,-183.62599999999998,343.60400000000004,-122.615,397.445,-214.483,395.87199999999996,416.86,412.401,-227.843,343.60400000000004,-166.833,397.445,-258.70099999999996,395.87199999999996,424.215,412.401,-220.489,343.60400000000004,-159.47799999999998,397.445,-251.34599999999998,395.87199999999996,-44.2175,2.8113099999999998,0.0,0.0,7.35447,0.282564,-1.21,0.23,0.67,0.65,0.69
COD,mean,512.314,472.025,60.7545,127.49600000000001,33.3165,263.185,-73.537,404.773,468.097,472.017,16.537,127.465,-10.9009,263.17,-117.75399999999999,404.76300000000003,475.86199999999997,472.017,24.3026,127.464,-3.1353,263.17,-109.98899999999999,404.76300000000003,-44.2175,2.8113099999999998,0.0,0.0,7.765639999999999,0.258678,-0.64,0.23,0.67,0.65,0.69
COG,2015,15.4168,69.3417,-21.6142,133.553,-36.7306,85.5681,-97.1346,237.66400000000002,8.39171,69.3417,-28.6393,133.553,-43.7557,85.5681,-104.16,237.66400000000002,20.1015,69.3409,-16.9295,133.55200000000002,-32.046,85.5674,-92.45,237.66400000000002,-7.62335,3.14824,0.598205,0.17946199999999998,11.7098,0.349595,-0.17,0.05,0.35,0.3,0.42
COG,2016,106.89200000000001,88.4901,-11.1703,178.727,43.2928,94.0264,-176.49599999999998,291.954,99.218,88.4901,-18.8448,178.727,35.6183,94.0264,-184.17,291.954,111.259,88.4893,-6.80364,178.726,47.6594,94.0257,-172.12900000000002,291.954,-8.27267,1.84959,0.598205,0.17946199999999998,12.0411,0.374407,-0.75,0.05,0.35,0.3,0.42
COG,2017,40.6383,66.4382,-20.8822,34.5257,-18.2463,129.99200000000002,-43.2669,209.666,33.1798,66.4382,-28.3408,34.5257,-25.7048,129.99200000000002,-50.7254,209.666,45.6558,66.4372,-15.8647,34.5238,-13.2288,129.99200000000002,-38.2493,209.665,-8.05674,2.28146,0.598205,0.17946199999999998,12.4761,0.360705,-0.48,0.05,0.35,0.3,0.42
COG,2018,-40.1061,45.8114,-138.789,254.924,-69.3163,241.735,-173.925,309.774,-47.9235,45.8114,-146.606,254.924,-77.1337,241.735,-181.74200000000002,309.774,-35.0792,45.81,-133.762,254.924,-64.2894,241.735,-168.898,309.77299999999997,-8.415610000000001,1.56371,0.598205,0.17946199999999998,12.8443,0.360705,-0.45,0.05,0.35,0.3,0.42
COG,2019,56.7391,61.2352,41.3269,160.582,24.1019,102.214,-187.49,280.478,48.9415,61.2352,33.5293,160.582,16.3043,102.214,-195.28799999999998,280.478,62.1098,61.2342,46.6976,160.582,29.4727,102.214,-182.11900000000003,280.478,-8.39585,1.60324,0.598205,0.17946199999999998,13.1684,0.349595,-0.12,0.05,0.35,0.3,0.42
COG,2020,16.7352,58.8255,-62.5677,202.71,-164.67700000000002,162.221,-80.3191,196.543,9.18056,58.8255,-70.1224,202.71,-172.232,162.221,-87.8738,196.543,21.409,58.8245,-57.894,202.71,-160.003,162.221,-75.6454,196.542,-8.15284,2.08925,0.598205,0.17946199999999998,12.2284,0.349595,-0.39,0.05,0.35,0.3,0.42
COG,mean,62.9066,58.0746,-36.6352,120.427,-27.5415,90.4823,-68.308,238.875,55.352,58.0367,-44.1898,120.40899999999999,-35.0962,90.458,-75.8626,238.86599999999999,67.7633,58.0356,-31.7785,120.40799999999999,-22.6848,90.4573,-63.4513,238.86599999999999,-8.15284,2.08925,0.598205,0.17946199999999998,12.4113,0.357433,-0.59,0.05,0.35,0.3,0.42
COK,2015,-3.08502,1.34451,-3.0114900000000002,1.22661,-4.01485,2.73469,-5.3097900000000005,4.91351,-3.08506,1.34451,-3.01152,1.22661,-4.014880000000001,2.73469,-5.309830000000001,4.91351,-2.98127,1.34449,-2.90774,1.2266,-3.9111,2.73468,-5.20605,4.91351,-3.49019e-05,6.98038e-05,0.0,0.0,0.103782,0.00629567,0.02,0.51,0.16,0.57,0.59
COK,2016,-2.85442,1.2909899999999999,-3.30137,1.436,-2.9146799999999997,2.26202,-4.82459,2.99972,-2.85446,1.2909899999999999,-3.30142,1.436,-2.91472,2.26202,-4.82463,2.99972,-2.7463900000000003,1.2909700000000002,-3.19335,1.4359899999999999,-2.80665,2.26201,-4.716559999999999,2.99972,-4.40204e-05,8.80409e-05,0.0,0.0,0.10807,0.00629567,-0.39,0.51,0.16,0.57,0.59
COK,2017,-2.5323,1.70943,-3.23844,1.08,-2.9721900000000003,2.66506,-4.49136,2.7901700000000003,-2.53235,1.70943,-3.23849,1.08,-2.97224,2.66506,-4.49141,2.7901700000000003,-2.42013,1.7094099999999999,-3.12627,1.07998,-2.86002,2.66505,-4.37919,2.7901599999999998,-4.44397e-05,8.887930000000001e-05,0.0,0.0,0.11221700000000001,0.00703633,-0.25,0.51,0.16,0.57,0.59
COK,2018,-3.0845,1.19077,-3.3151300000000004,1.33823,-2.61273,2.5914599999999997,-5.03616,4.39228,-3.08452,1.19077,-3.31514,1.33823,-2.61275,2.5914599999999997,-5.03618,4.39228,-2.96104,1.19075,-3.1916599999999997,1.3382100000000001,-2.48927,2.59145,-4.9126900000000004,4.39228,-1.65601e-05,3.31201e-05,0.0,0.0,0.123483,0.00703633,-0.1,0.51,0.16,0.57,0.59
COK,2019,-1.67078,1.29659,-2.7119400000000002,0.6362359999999999,-2.46238,1.8257,-3.73372,3.3808,-1.67081,1.29659,-2.71197,0.6362359999999999,-2.4624200000000003,1.8257,-3.7337599999999997,3.3808,-1.5417100000000001,1.29657,-2.58287,0.636205,-2.33332,1.82569,-3.60466,3.3808,-3.2805700000000003e-05,6.561140000000001e-05,0.0,0.0,0.1291,0.00629567,-0.56,0.51,0.16,0.57,0.59
COK,2020,-1.1172,2.39507,-2.2088,1.12019,-0.354152,1.26171,-4.13285,3.5787,-1.11723,2.39507,-2.20883,1.12019,-0.354186,1.26171,-4.13289,3.5787,-1.0298399999999999,2.39506,-2.12144,1.12017,-0.266789,1.2617,-4.04549,3.57869,-3.45456e-05,6.90911e-05,0.0,0.0,0.0873974,0.00629567,-0.33,0.51,0.16,0.57,0.59
COK,mean,-2.0851900000000003,1.12648,-2.83473,1.10054,-2.54367,1.19528,-5.61327,3.89011,-2.08523,1.12648,-2.8347599999999997,1.10054,-2.5437,1.19528,-5.61331,3.89011,-1.97455,1.12646,-2.7240900000000003,1.1005200000000002,-2.43303,1.19526,-5.50263,3.8901,-3.45456e-05,6.90911e-05,0.0,0.0,0.110675,0.00654256,-0.33,0.51,0.16,0.57,0.59
COL,2015,121.45100000000001,189.745,-104.56200000000001,387.5,-34.2093,411.327,-379.29699999999997,539.275,44.521,189.745,-181.49200000000002,387.5,-111.139,411.327,-456.227,539.275,168.785,189.549,-57.2284,387.404,13.1244,411.236,-331.964,539.206,-87.3588,52.9531,10.4288,3.1286400000000003,124.264,8.62617,-1.37,0.2,0.6,0.6,0.68
COL,2016,332.539,106.632,204.386,426.029,43.3826,226.19,-418.36800000000005,642.259,259.324,106.632,131.17,426.029,-29.833,226.19,-491.584,642.259,408.788,106.15,280.634,425.909,119.631,225.96400000000003,-342.119,642.18,-83.6444,60.3819,10.4288,3.1286400000000003,149.464,10.1194,-0.35,0.2,0.6,0.6,0.68
COL,2017,27.2421,195.399,-251.239,303.272,-295.03,377.25300000000004,-676.88,475.056,-60.077,195.399,-338.55800000000005,303.272,-382.349,377.25300000000004,-764.199,475.056,112.31700000000001,195.18200000000002,-166.16400000000002,303.133,-209.955,377.14099999999996,-591.806,474.967,-97.7478,32.175,10.4288,3.1286400000000003,172.394,9.19797,-1.32,0.2,0.6,0.6,0.68
COL,2018,84.557,64.8912,-217.77200000000002,453.76300000000003,-201.433,499.272,-636.5830000000001,739.385,4.31485,64.8912,-298.015,453.76300000000003,-281.675,499.272,-716.825,739.385,177.894,64.236,-124.436,453.67,-108.096,499.18800000000005,-543.246,739.327,-90.671,46.3288,10.4288,3.1286400000000003,173.579,9.19797,-0.68,0.2,0.6,0.6,0.68
COL,2019,272.96,250.725,-38.1779,323.306,19.5438,331.56699999999995,-456.48699999999997,709.914,193.97099999999998,250.725,-117.167,323.306,-59.4448,331.56699999999995,-535.475,709.914,377.57300000000004,250.576,66.4346,323.191,124.156,331.455,-351.874,709.862,-89.4174,48.8359,10.4288,3.1286400000000003,183.601,8.62617,-0.87,0.2,0.6,0.6,0.68
COL,2020,236.058,240.313,172.329,283.142,194.578,308.955,-317.687,471.333,156.719,240.313,92.9894,283.142,115.23899999999999,308.955,-397.026,471.333,326.901,240.158,263.171,283.01,285.42,308.834,-226.845,471.254,-89.7679,48.1349,10.4288,3.1286400000000003,170.18099999999998,8.62617,-0.31,0.2,0.6,0.6,0.68
COL,mean,182.37099999999998,180.29,-60.5581,370.94300000000004,-16.52,344.93,-396.913,560.7959999999999,103.03200000000001,173.717,-139.89700000000002,367.793,-95.8591,341.54,-476.25199999999995,558.7180000000001,265.279,173.48,22.35,367.681,66.3881,341.42,-314.005,558.644,-89.7679,48.1349,10.4288,3.1286400000000003,162.247,9.06564,-0.98,0.2,0.6,0.6,0.68
COM,2015,0.08701089999999999,0.542882,0.08667910000000001,0.650652,0.24955500000000003,0.64361,-0.00201788,0.501135,0.0870051,0.542882,0.08667319999999999,0.650652,0.24954899999999997,0.64361,-0.00202377,0.501135,0.209948,0.542615,0.209616,0.650429,0.372492,0.6433840000000001,0.120919,0.500846,-5.89744e-06,1.17949e-05,0.0,0.0,0.12294300000000001,0.0170353,-0.0,0.01,0.03,-0.02,0.06
COM,2016,-0.053088199999999995,0.419642,0.419835,0.38654499999999997,0.267854,0.45714,0.371873,0.480394,-0.0530957,0.419642,0.419828,0.38654499999999997,0.267847,0.45714,0.371865,0.480394,0.0731033,0.41914799999999997,0.546027,0.386008,0.394046,0.456686,0.498064,0.479962,-7.43821e-06,1.48764e-05,0.0,0.0,0.126199,0.0203683,0.84,0.01,0.03,-0.02,0.06
COM,2017,0.0756557,0.519706,0.30238699999999996,0.41368,0.241659,0.425846,0.297348,0.48126,0.0756482,0.519706,0.30238000000000004,0.41368,0.24165100000000003,0.425846,0.29734,0.48126,0.20782899999999999,0.519149,0.434561,0.412979,0.373832,0.425166,0.429521,0.480658,-7.50905e-06,1.50181e-05,0.0,0.0,0.132181,0.0240717,0.53,0.01,0.03,-0.02,0.06
COM,2018,0.0844615,0.39174699999999996,0.139898,0.314035,0.08406489999999998,0.418228,0.0864458,0.602853,0.0844587,0.39174699999999996,0.139895,0.314035,0.08406210000000001,0.418228,0.08644299999999999,0.602853,0.220077,0.391006,0.275513,0.31311100000000003,0.219681,0.41753500000000004,0.22206199999999998,0.602372,-2.79818e-06,5.596369999999999e-06,0.0,0.0,0.13561900000000002,0.0240717,0.15,0.01,0.03,-0.02,0.06
COM,2019,0.0873795,0.338054,0.123254,0.3089,0.0949439,0.357109,0.0882358,0.507911,0.08737389999999999,0.338054,0.123248,0.3089,0.0949383,0.357109,0.0882303,0.507911,0.22585100000000002,0.337625,0.261725,0.30843000000000004,0.233415,0.356703,0.22670700000000002,0.507626,-5.543240000000001e-06,1.1086500000000001e-05,0.0,0.0,0.138477,0.0170353,0.2,0.01,0.03,-0.02,0.06
COM,2020,0.10388900000000001,0.306409,0.31449499999999997,0.428497,0.208054,0.503383,0.13763499999999998,0.628512,0.10388299999999999,0.306409,0.31448899999999996,0.428497,0.208048,0.503383,0.13763,0.628512,0.21784099999999998,0.305936,0.428447,0.428158,0.322006,0.503095,0.25158800000000003,0.6282810000000001,-5.8372199999999995e-06,1.1674400000000001e-05,0.0,0.0,0.11395799999999999,0.0170353,0.36,0.01,0.03,-0.02,0.06
COM,mean,-0.040543,0.353507,0.25674,0.22223400000000001,0.1709,0.269552,-0.046992400000000004,0.305131,-0.0405488,0.353507,0.256735,0.22223400000000001,0.17089400000000002,0.269552,-0.0469983,0.305131,0.0876805,0.352944,0.384964,0.221338,0.299124,0.268814,0.0812311,0.304479,-5.8372199999999995e-06,1.1674400000000001e-05,0.0,0.0,0.128229,0.0199363,0.76,0.01,0.03,-0.02,0.06
CPV,2015,-0.636744,1.33677,-0.523291,1.37515,-0.844572,0.9119440000000001,0.266977,2.36568,-0.38327100000000003,1.33677,-0.269818,1.37515,-0.5910989999999999,0.9119440000000001,0.5204489999999999,2.36568,0.598144,1.33585,0.711596,1.37425,0.390315,0.910593,1.50186,2.36516,-1.93284e-05,3.86567e-05,0.253492,0.0760476,0.9814149999999999,0.049624699999999994,0.13,0.02,0.05,0.03,0.06
CPV,2016,-0.9151959999999999,1.26178,-0.430192,1.2586899999999999,-0.15699100000000002,1.0546,2.4104400000000004,2.3326599999999997,-0.661729,1.26178,-0.176724,1.2586899999999999,0.09647710000000001,1.0546,2.66391,2.3326599999999997,0.346556,1.26061,0.8315610000000001,1.25752,1.10476,1.0532,3.67219,2.33203,-2.43781e-05,4.87563e-05,0.253492,0.0760476,1.0082799999999998,0.054439,1.27,0.02,0.05,0.03,0.06
CPV,2017,0.133502,1.0025899999999999,-0.505228,1.1896799999999998,-0.538347,1.03764,0.888668,1.64618,0.386969,1.0025899999999999,-0.251761,1.1896799999999998,-0.28488,1.03764,1.14214,1.64618,1.4424299999999999,1.00088,0.8036979999999999,1.18824,0.770579,1.03599,2.19759,1.64514,-2.46103e-05,4.92206e-05,0.253492,0.0760476,1.05546,0.058512699999999994,-0.93,0.02,0.05,0.03,0.06
CPV,2018,-0.58157,0.869398,-0.805669,0.908058,-0.544088,0.9186209999999999,1.0379399999999999,2.2294400000000003,-0.328088,0.869398,-0.552186,0.908058,-0.290605,0.9186209999999999,1.29142,2.2294400000000003,0.749228,0.8674270000000001,0.525129,0.906171,0.78671,0.9167559999999999,2.3687400000000003,2.22867,-9.17082e-06,1.83416e-05,0.253492,0.0760476,1.07732,0.058512699999999994,-0.46,0.02,0.05,0.03,0.06
CPV,2019,-0.1619,0.8624879999999999,-0.490094,0.957094,-0.391627,0.8282889999999999,1.68475,1.73773,0.0915737,0.8624879999999999,-0.23661999999999997,0.957094,-0.138153,0.8282889999999999,1.93822,1.73773,1.18556,0.861059,0.857366,0.955807,0.955832,0.826801,3.03221,1.73702,-1.81675e-05,3.6335e-05,0.253492,0.0760476,1.09399,0.049624699999999994,-0.57,0.02,0.05,0.03,0.06
CPV,2020,-0.421045,0.813145,-0.34536500000000003,1.47668,-0.16182,1.50527,1.7864099999999998,1.53608,-0.167572,0.813145,-0.0918925,1.47668,0.091653,1.50527,2.03988,1.53608,0.634596,0.8116300000000001,0.710276,1.47585,0.8938209999999999,1.50445,2.84205,1.53528,-1.9131e-05,3.82621e-05,0.253492,0.0760476,0.802168,0.049624699999999994,0.15,0.02,0.05,0.03,0.06
CPV,mean,-0.271798,1.17509,-0.333964,1.2696399999999999,-0.424575,1.15775,1.41248,1.38005,-0.0183248,1.1726299999999998,-0.080491,1.26736,-0.171103,1.15525,1.6659599999999999,1.37795,0.9847799999999999,1.17141,0.9226139999999999,1.26624,0.832002,1.15402,2.66906,1.3769200000000001,-1.9131e-05,3.82621e-05,0.253492,0.0760476,1.0031,0.05338969999999999,-0.12,0.02,0.05,0.03,0.06
CRI,2015,4.18686,10.53,0.31478,8.18454,0.461532,16.0809,-0.72327,28.0605,-2.35507,10.53,-6.22716,8.18454,-6.0804,16.0809,-7.265210000000001,28.0605,10.8332,10.5035,6.96115,8.15038,7.1079,16.0635,5.9231,28.0506,-5.99607,9.62704,-0.5458649999999999,-0.16376,13.1883,0.746962,-0.42,0.02,0.11,0.06,0.2
CRI,2016,6.29788,9.71142,9.09247,11.5752,7.69348,12.6053,-3.49611,20.4928,-0.191189,9.71142,2.60339,11.5752,1.20441,12.6053,-9.98519,20.4928,12.9213,9.67848,15.7159,11.5476,14.3169,12.58,3.1273,20.4773,-5.94321,9.73276,-0.5458649999999999,-0.16376,13.1125,0.799179,0.17,0.02,0.11,0.06,0.2
CRI,2017,5.26227,10.0154,8.48377,18.7706,1.15052,9.60869,-10.6023,20.0516,-1.39514,10.0154,1.8263599999999998,18.7706,-5.50689,9.60869,-17.2597,20.0516,11.6923,9.980319999999999,14.9138,18.7519,7.58052,9.57207,-4.17225,20.0341,-6.11155,9.39609,-0.5458649999999999,-0.16376,13.0874,0.8380639999999999,0.17,0.02,0.11,0.06,0.2
CRI,2018,1.41301,7.4070100000000005,3.3425599999999998,14.2146,3.6295599999999997,8.015,-8.596039999999999,26.6467,-5.23604,7.4070100000000005,-3.3065,14.2146,-3.0195,8.015,-15.2451,26.6467,8.13002,7.359439999999999,10.0596,14.1899,10.3466,7.9710600000000005,-1.8790200000000001,26.6335,-6.103190000000001,9.4128,-0.5458649999999999,-0.16376,13.3661,0.8380639999999999,0.11,0.02,0.11,0.06,0.2
CRI,2019,6.3592900000000006,8.78863,7.218389999999999,17.0661,6.41594,21.1891,-8.16783,22.4934,-0.23899299999999998,8.78863,0.620106,17.0661,-0.182338,21.1891,-14.7661,22.4934,13.4703,8.75683,14.3294,17.0498,13.5269,21.1759,-1.05687,22.481,-6.05242,9.51435,-0.5458649999999999,-0.16376,13.7092,0.746962,0.04,0.02,0.11,0.06,0.2
