Alpha 3 Code,Year,IS dC_loss (TgCO2),IS dC_loss unc (TgCO2),LNLG dC_loss (TgCO2),LNLG dC_loss unc (TgCO2),LNLGIS dC_loss (TgCO2),LNLGIS dC_loss unc (TgCO2),LNLGOGIS dC_loss (TgCO2),LNLGOGIS dC_loss unc (TgCO2),IS NBE (TgCO2),IS NBE unc (TgCO2),LNLG NBE (TgCO2),LNLG NBE unc (TgCO2),LNLGIS NBE (TgCO2),LNLGIS NBE unc (TgCO2),LNLGOGIS NBE (TgCO2),LNLGOGIS NBE unc (TgCO2),IS NCE (TgCO2),IS NCE unc (TgCO2),LNLG NCE (TgCO2),LNLG NCE unc (TgCO2),LNLGIS NCE (TgCO2),LNLGIS NCE unc (TgCO2),LNLGOGIS NCE (TgCO2),LNLGOGIS NCE unc (TgCO2),Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,FUR IS,FUR LNLG,FUR LNLGIS,FUR LNLGOGIS
MNG,2017,-70.1953,79.133,-72.4123,80.1001,-69.9641,177.002,-46.8826,91.3206,-76.213,79.133,-78.43,80.1001,-75.9818,177.002,-52.9003,91.3206,-52.5793,79.0924,-54.7963,80.0599,-52.3481,176.984,-29.2666,91.2854,-6.333419999999999,3.7205199999999996,0.315695,0.0947086,23.6337,2.53507,-0.02,0.08,0.41,0.47,0.44
MNG,2018,-37.4792,70.7625,-83.3921,96.3544,-68.9807,152.783,-44.9794,189.422,-43.6857,70.7625,-89.5986,96.3544,-75.1872,152.783,-51.1859,189.422,-14.0835,70.7171,-59.9964,96.321,-45.585,152.761,-21.5837,189.405,-6.52219,3.3429800000000003,0.315695,0.0947086,29.6022,2.53507,-0.32,0.08,0.41,0.47,0.44
MNG,2019,-64.3661,77.8344,-11.1811,86.0189,-47.5912,134.491,-72.8895,190.253,-70.6685,77.8344,-17.4835,86.0189,-53.8936,134.491,-79.1918,190.253,-37.9363,77.8154,15.2487,86.0017,-21.1614,134.48,-46.4596,190.24599999999998,-6.61808,3.15121,0.315695,0.0947086,32.7322,1.7199799999999998,0.28,0.08,0.41,0.47,0.44
MNG,2020,-3.25336,122.645,19.9162,116.285,85.8154,140.362,9.46369,130.665,-9.52853,122.645,13.641,116.285,79.5403,140.362,3.18852,130.665,20.6445,122.633,43.814,116.273,109.713,140.352,33.3616,130.653,-6.59086,3.2056299999999998,0.315695,0.0947086,30.173,1.7199799999999998,0.12,0.08,0.41,0.47,0.44
MNG,mean,-36.4405,61.4304,-77.0476,139.154,-60.3771,166.128,-88.8706,103.789,-42.7157,61.3466,-83.3228,139.11700000000002,-66.6523,166.097,-95.1458,103.73899999999999,-15.8568,61.3134,-56.4639,139.102,-39.7934,166.085,-68.2869,103.72,-6.59086,3.2056299999999998,0.315695,0.0947086,26.8589,2.01736,-0.28,0.08,0.41,0.47,0.44
MOZ,2015,18.7221,133.139,159.821,271.297,39.537,208.02700000000002,86.4278,185.761,4.965730000000001,133.139,146.065,271.297,25.7806,208.02700000000002,72.6714,185.761,10.8834,133.137,151.982,271.296,31.6983,208.02599999999998,78.5891,185.75900000000001,-15.3525,4.52021,1.59605,0.478815,5.91772,0.638455,0.48,0.14,0.63,0.64,0.64
MOZ,2016,33.3132,98.8413,248.206,437.33,106.555,320.777,122.154,150.963,20.2565,98.8413,235.149,437.33,93.4982,320.777,109.09700000000001,150.963,26.3473,98.8381,241.24,437.329,99.589,320.776,115.18799999999999,150.961,-14.6528,5.91959,1.59605,0.478815,6.09082,0.802883,0.57,0.14,0.63,0.64,0.64
MOZ,2017,-54.6009,138.835,-230.72099999999998,163.767,-290.612,223.12,-185.57,157.691,-68.708,138.835,-244.828,163.767,-304.719,223.12,-199.67700000000002,157.691,-62.3528,138.833,-238.47299999999998,163.765,-298.36400000000003,223.118,-193.322,157.689,-15.7032,3.81885,1.59605,0.478815,6.355180000000001,0.8417680000000001,-0.74,0.14,0.63,0.64,0.64
MOZ,2018,-29.721,160.161,114.266,209.653,17.4934,178.998,-15.0568,226.988,-44.4896,160.161,99.4972,209.653,2.72474,178.998,-29.8254,226.988,-37.9393,160.159,106.04799999999999,209.65099999999998,9.275089999999999,178.99599999999998,-23.2751,226.986,-16.3647,2.49579,1.59605,0.478815,6.55035,0.8417680000000001,0.42,0.14,0.63,0.64,0.64
MOZ,2019,111.066,102.17200000000001,87.3023,168.06,125.689,72.3016,57.2292,183.104,95.1778,102.17200000000001,71.4143,168.06,109.801,72.3016,41.3412,183.104,101.899,102.17,78.1353,168.05900000000003,116.522,72.2988,48.0622,183.10299999999998,-17.4841,0.257022,1.59605,0.478815,6.720960000000001,0.638455,-0.09,0.14,0.63,0.64,0.64
MOZ,2020,1.25278,39.4637,137.838,306.161,164.43200000000002,297.56,-45.3306,158.504,-13.0626,39.4637,123.522,306.161,150.116,297.56,-59.646,158.504,-6.92594,39.4585,129.659,306.161,156.253,297.56,-53.5093,158.502,-15.9114,3.4022900000000003,1.59605,0.478815,6.13666,0.638455,0.43,0.14,0.63,0.64,0.64
MOZ,mean,13.8115,89.0633,62.0328,242.28,28.2372,221.303,23.8583,138.408,-0.50385,88.997,47.7174,242.25599999999997,13.9218,221.27700000000002,9.54288,138.366,5.79143,88.994,54.0127,242.255,20.2171,221.275,15.8382,138.364,-15.9114,3.4022900000000003,1.59605,0.478815,6.29528,0.73363,0.16,0.14,0.63,0.64,0.64
MRT,2015,13.0877,18.8849,26.7302,34.5052,8.85112,37.2114,25.2366,41.3787,8.99509,18.8849,22.6376,34.5052,4.75849,37.2114,21.144,41.3787,10.8438,18.8821,24.4863,34.5037,6.607239999999999,37.21,22.9928,41.3774,-5.70213,9.455639999999999,1.6095,0.48285100000000003,1.84874,0.326264,0.37,0.15,0.14,0.35,0.16
MRT,2016,9.926639999999999,24.9662,37.9717,31.4179,23.3315,15.3187,45.5088,61.585,6.25494,24.9662,34.3,31.4179,19.6598,15.3187,41.8371,61.585,8.16141,24.9642,36.2065,31.4163,21.5662,15.3155,43.7436,61.5842,-5.2812,8.61378,1.6095,0.48285100000000003,1.90648,0.31404299999999996,0.72,0.15,0.14,0.35,0.16
MRT,2017,1.8594700000000002,20.3826,23.4888,21.068,16.7756,12.2785,27.0723,31.5721,-2.25259,20.3826,19.3768,21.068,12.6635,12.2785,22.9603,31.5721,-0.262803,20.3784,21.3665,21.0639,14.6533,12.2716,24.9501,31.5694,-5.72156,9.4945,1.6095,0.48285100000000003,1.9897900000000002,0.413292,1.33,0.15,0.14,0.35,0.16
MRT,2018,-6.74556,18.4787,23.2441,28.8113,5.63091,21.1834,27.8561,47.0601,-9.83897,18.4787,20.1507,28.8113,2.53749,21.1834,24.7627,47.0601,-7.7967699999999995,18.4741,22.1929,28.8084,4.5797,21.1794,26.8049,47.0583,-4.70291,7.4572,1.6095,0.48285100000000003,2.0422,0.413292,0.71,0.15,0.14,0.35,0.16
MRT,2019,-5.361280000000001,21.3083,24.3905,49.783,20.0299,34.6394,23.5848,47.8625,-8.69968,21.3083,21.0521,49.783,16.6915,34.6394,20.2464,47.8625,-6.6136,21.3058,23.1382,49.7819,18.7776,34.6379,22.3325,47.8614,-4.9479,7.94718,1.6095,0.48285100000000003,2.08608,0.326264,0.65,0.15,0.14,0.35,0.16
MRT,2020,10.5736,14.902,18.7981,36.7246,28.058,17.9778,32.2082,31.1667,6.911980000000001,14.902,15.1364,36.7246,24.3963,17.9778,28.5466,31.1667,8.64531,14.8984,16.8698,36.7231,26.1297,17.9748,30.2799,31.165,-5.27114,8.59366,1.6095,0.48285100000000003,1.73333,0.326264,0.31,0.15,0.14,0.35,0.16
MRT,mean,0.9610719999999999,21.0107,35.6179,32.7352,15.8238,15.9755,27.1848,47.6927,-2.70057,19.1668,31.9563,31.5834,12.1622,13.4585,23.5232,46.9096,-0.7661319999999999,19.1635,33.8907,31.5814,14.0966,13.4539,25.4576,46.9083,-5.27114,8.59366,1.6095,0.48285100000000003,1.9344400000000002,0.353236,0.95,0.15,0.14,0.35,0.16
MUS,2015,-2.38415,0.679083,-1.33471,1.8253,-1.40131,0.967018,-1.82697,0.945471,-2.34812,0.679083,-1.2986799999999998,1.8253,-1.3652799999999998,0.967018,-1.7909400000000002,0.945471,1.9673200000000002,0.529238,3.0167599999999997,1.7750099999999998,2.95017,0.868367,2.5245,0.8443069999999999,-0.10350999999999999,0.0882946,0.139541,0.041862300000000005,4.31544,0.42551300000000003,0.48,0.12,0.04,0.18,0.21
MUS,2016,-2.72213,1.222,-1.8063099999999999,1.33699,-2.0663,1.27949,-1.60592,0.805836,-2.67497,1.222,-1.7591400000000001,1.33699,-2.01914,1.27949,-1.5587600000000001,0.805836,1.7623400000000002,1.14034,2.67817,1.2627899999999999,2.41818,1.20175,2.87856,0.67562,-0.0923759,0.066027,0.139541,0.041862300000000005,4.43731,0.43921499999999997,0.39,0.12,0.04,0.18,0.21
MUS,2017,-2.77421,0.9753870000000001,-1.46488,1.10141,-2.04983,1.2097,-1.67589,0.772728,-2.70764,0.9753870000000001,-1.39831,1.10141,-1.9832599999999998,1.2097,-1.60932,0.772728,1.9416200000000001,0.8609190000000001,3.25095,1.00145,2.666,1.11945,3.03993,0.6220220000000001,-0.07297200000000001,0.0272194,0.139541,0.041862300000000005,4.64926,0.45847299999999996,0.74,0.12,0.04,0.18,0.21
MUS,2018,-2.38942,0.7005520000000001,-1.45682,1.53188,-1.96403,1.0054100000000001,-0.910328,1.00575,-2.3934599999999997,0.7005520000000001,-1.46086,1.53188,-1.96807,1.0054100000000001,-0.914365,1.00575,2.4110400000000003,0.529694,3.34364,1.46167,2.83643,0.89479,3.89013,0.895172,-0.14357799999999998,0.168432,0.139541,0.041862300000000005,4.8045,0.45847299999999996,0.49,0.12,0.04,0.18,0.21
MUS,2019,-2.3931,0.919428,-1.82847,1.2108299999999999,-2.0457099999999997,0.94089,-1.49759,0.955785,-2.34812,0.919428,-1.7834900000000002,1.2108299999999999,-2.00074,0.94089,-1.45262,0.955785,2.59357,0.815038,3.1582,1.1336,2.94096,0.839174,3.4890800000000004,0.855841,-0.0945664,0.0704082,0.139541,0.041862300000000005,4.94169,0.42551300000000003,0.53,0.12,0.04,0.18,0.21
MUS,2020,-2.3778200000000003,0.8923760000000001,-1.6855200000000001,1.4199899999999999,-1.7559900000000002,1.16156,-1.48974,1.01616,-2.33968,0.8923760000000001,-1.6473799999999998,1.4199899999999999,-1.71785,1.16156,-1.4516,1.01616,2.21469,0.7843939999999999,2.90699,1.35474,2.8365299999999998,1.0808200000000001,3.10278,0.922782,-0.1014,0.08407619999999999,0.139541,0.041862300000000005,4.55437,0.42551300000000003,0.4,0.12,0.04,0.18,0.21
MUS,mean,-2.40035,0.86393,-1.57523,1.4359600000000001,-2.0075,0.884943,-1.57597,0.738102,-2.3622099999999997,0.8588100000000001,-1.53709,1.43288,-1.9693599999999998,0.8799440000000001,-1.53783,0.732102,2.25489,0.7382569999999999,3.0800099999999997,1.36405,2.64774,0.7627390000000001,3.0792599999999997,0.5860390000000001,-0.1014,0.08407619999999999,0.139541,0.041862300000000005,4.6171,0.438783,0.41,0.12,0.04,0.18,0.21
MWI,2015,9.88664,24.5646,21.9961,31.6542,14.9722,35.091,7.9135800000000005,47.7318,8.1973,24.5646,20.3068,31.6542,13.2828,35.091,6.22424,47.7318,10.2493,24.5643,22.3588,31.654,15.3349,35.0908,8.27626,47.7317,-1.48225,0.8206760000000001,-0.207092,-0.062127699999999994,2.05202,0.113322,0.33,0.06,0.35,0.37,0.41
MWI,2016,14.9019,21.3548,43.3318,64.4343,47.1552,51.3178,54.5246,30.5386,13.4418,21.3548,41.8718,64.4343,45.6951,51.3178,53.0646,30.5386,15.5541,21.3544,43.984,64.4341,47.8073,51.3176,55.1768,30.5383,-1.25296,0.362101,-0.207092,-0.062127699999999994,2.11223,0.132209,0.46,0.06,0.35,0.37,0.41
MWI,2017,-5.09905,18.7008,-14.631,23.0991,-13.0543,25.8275,15.2866,43.679,-7.1321,18.7008,-16.664,23.0991,-15.0874,25.8275,13.2536,43.679,-4.92784,18.7002,-14.4597,23.0987,-12.8831,25.8271,15.4578,43.6788,-1.8259599999999998,1.50809,-0.207092,-0.062127699999999994,2.20427,0.146282,-0.34,0.06,0.35,0.37,0.41
MWI,2018,10.7989,24.9967,21.267,53.6032,29.9891,53.1926,0.100538,35.2528,9.064869999999999,24.9967,19.533,53.6032,28.2551,53.1926,-1.63347,35.2528,11.3391,24.9962,21.8072,53.603,30.5293,53.1924,0.640771,35.2525,-1.52691,0.909998,-0.207092,-0.062127699999999994,2.2742400000000003,0.146282,0.39,0.06,0.35,0.37,0.41
MWI,2019,32.8555,18.2185,5.60404,27.5835,19.3095,30.966,11.6933,35.9351,30.5512,18.2185,3.2997199999999998,27.5835,17.0052,30.966,9.38895,35.9351,32.887,18.2182,5.63545,27.5832,19.3409,30.9658,11.7247,35.9349,-2.09722,2.05061,-0.207092,-0.062127699999999994,2.33573,0.113322,-0.55,0.06,0.35,0.37,0.41
MWI,2020,6.411490000000001,23.0387,12.779,39.9105,31.6082,67.5421,3.4401699999999997,57.7312,4.56733,23.0387,10.9348,39.9105,29.7641,67.5421,1.59602,57.7312,6.73308,23.0385,13.1006,39.9103,31.9298,67.542,3.7617599999999998,57.7311,-1.63706,1.1303,-0.207092,-0.062127699999999994,2.16574,0.113322,0.15,0.06,0.35,0.37,0.41
MWI,mean,15.555,16.5271,21.6596,26.278,26.2598,35.2267,2.5493799999999998,37.874,13.7108,16.4883,19.8154,26.2536,24.4156,35.2085,0.705229,37.8571,15.9015,16.4878,22.0061,26.2533,26.6063,35.2083,2.89593,37.8569,-1.63706,1.1303,-0.207092,-0.062127699999999994,2.1907099999999997,0.12745599999999999,0.29,0.06,0.35,0.37,0.41
MYS,2015,202.976,230.447,214.915,92.9771,220.44099999999997,39.015,105.146,131.539,123.935,230.447,135.873,92.9771,141.399,39.015,26.1037,131.539,437.91900000000004,229.235,449.85699999999997,89.9295,455.38300000000004,31.0601,340.088,129.403,-37.7617,5.78055,-41.2801,-12.384,313.98400000000004,23.6102,0.09,0.31,0.33,0.35,0.55
MYS,2016,149.013,70.3977,217.146,67.4156,179.795,111.361,112.45200000000001,65.9708,67.8986,70.3977,136.032,67.4156,98.68,111.361,31.3371,65.9708,373.93199999999996,65.8593,442.065,62.6616,404.713,108.54899999999999,337.37,61.1044,-39.8344,1.63513,-41.2801,-12.384,306.033,24.8675,0.87,0.31,0.33,0.35,0.55
MYS,2017,107.50399999999999,65.3509,174.077,89.1259,148.341,50.7066,17.5176,115.445,21.0826,65.3509,87.6555,89.1259,61.9197,50.7066,-68.9036,115.445,321.629,60.3529,388.202,85.5287,362.466,44.0782,231.643,112.691,-45.141,8.9781,-41.2801,-12.384,300.546,25.0653,0.97,0.31,0.33,0.35,0.55
MYS,2018,79.2416,63.5379,133.628,72.7696,73.9848,88.3335,42.228,99.4547,-5.08931,63.5379,49.297,72.7696,-10.3461,88.3335,-42.1029,99.4547,298.33799999999997,58.3849,352.724,68.3165,293.08099999999996,84.7026,261.324,96.2444,-43.0508,4.79767,-41.2801,-12.384,303.427,25.0653,0.93,0.31,0.33,0.35,0.55
MYS,2019,122.149,83.2652,127.861,59.2062,177.79,64.9277,89.734,99.588,44.0883,83.2652,49.8004,59.2062,99.7295,64.9277,11.6734,99.588,350.88300000000004,79.8476,356.595,54.2948,406.524,60.4827,318.468,96.7488,-36.7805,7.743,-41.2801,-12.384,306.795,23.6102,0.04,0.31,0.33,0.35,0.55
MYS,2020,110.756,104.961,162.243,40.8217,207.78,42.4848,64.2528,104.42299999999999,28.9623,104.961,80.4489,40.8217,125.986,42.4848,-17.5409,104.42299999999999,312.986,102.271,364.473,33.3011,410.01,35.3202,266.483,101.719,-40.5137,5.7868900000000005,-41.2801,-12.384,284.024,23.6102,0.44,0.31,0.33,0.35,0.55
MYS,mean,145.761,77.527,179.183,53.4254,173.673,63.9601,95.9698,86.8213,63.9671,76.3124,97.3894,51.6471,91.8796,62.4823,14.176,85.7385,366.435,72.3385,399.858,45.5708,394.348,57.5614,316.644,82.2214,-40.5137,5.7868900000000005,-41.2801,-12.384,302.468,24.3048,0.49,0.31,0.33,0.35,0.55
NAM,2015,5.88483,71.54,21.9479,50.1272,3.4335199999999997,45.7776,3.4729099999999997,34.8633,5.84455,71.54,21.9076,50.1272,3.39324,45.7776,3.43263,34.8633,9.583219999999999,71.5396,25.6463,50.1266,7.13191,45.777,7.1713,34.8625,-0.8967350000000001,0.921675,0.856457,0.25693699999999997,3.7386699999999995,0.23225900000000002,0.56,0.17,0.5,0.5,0.49
NAM,2016,-2.63803,82.9648,-47.8469,48.5055,-43.9838,70.1458,-41.401,56.4497,-2.8065,82.9648,-48.0154,48.5055,-44.1523,70.1458,-41.5694,56.4497,1.0413299999999999,82.9645,-44.1676,48.5048,-40.3045,70.1454,-37.7216,56.4491,-1.02493,0.6652779999999999,0.856457,0.25693699999999997,3.84784,0.24579099999999998,-0.59,0.17,0.5,0.5,0.49
NAM,2017,-42.9469,99.6371,-125.824,74.4963,-119.389,100.20299999999999,-91.359,103.815,-42.9807,99.6371,-125.85799999999999,74.4963,-119.42299999999999,100.20299999999999,-91.3928,103.815,-38.9691,99.6368,-121.846,74.4959,-115.411,100.20299999999999,-87.3812,103.815,-0.890331,0.934483,0.856457,0.25693699999999997,4.01164,0.24423899999999998,-1.94,0.17,0.5,0.5,0.49
NAM,2018,1.2132,48.8717,2.08106,56.0751,-21.6161,43.2508,-34.6377,51.2661,1.19216,48.8717,2.06002,56.0751,-21.6371,43.2508,-34.6587,51.2661,5.32338,48.8711,6.1912400000000005,56.0746,-17.5059,43.2501,-30.5275,51.2655,-0.877495,0.9601540000000001,0.856457,0.25693699999999997,4.13122,0.24423899999999998,0.02,0.17,0.5,0.5,0.49
NAM,2019,1.17335,56.3868,35.9616,101.01100000000001,31.6546,78.6827,7.76917,97.0169,1.09461,56.3868,35.8829,101.01100000000001,31.5759,78.6827,7.69044,97.0169,5.32989,56.3863,40.1182,101.01100000000001,35.8111,78.6824,11.9257,97.0167,-0.935192,0.8447610000000001,0.856457,0.25693699999999997,4.23528,0.23225900000000002,0.38,0.17,0.5,0.5,0.49
NAM,2020,-28.2682,35.1614,-42.9756,32.6367,-66.8343,44.6765,-99.3335,81.6769,-28.3367,35.1614,-43.0441,32.6367,-66.9028,44.6765,-99.402,81.6769,-24.5049,35.1606,-39.2123,32.6359,-63.071,44.6759,-95.5702,81.6765,-0.9249370000000001,0.8652700000000001,0.856457,0.25693699999999997,3.8317699999999997,0.23225900000000002,-0.24,0.17,0.5,0.5,0.49
NAM,mean,-3.5681199999999995,59.1812,-36.2116,29.9111,-47.7158,45.0568,-36.6004,25.4181,-3.6366,59.1743,-36.2801,29.8975,-47.7842,45.0478,-36.6689,25.402,0.329471,59.1738,-32.314,29.8965,-43.8182,45.0472,-32.7028,25.4009,-0.9249370000000001,0.8652700000000001,0.856457,0.25693699999999997,3.9660699999999998,0.238508,-0.79,0.17,0.5,0.5,0.49
NER,2015,10.0555,32.804,25.7419,70.7106,17.7959,73.4003,20.8132,85.4913,5.22775,32.804,20.9142,70.7106,12.9681,73.4003,15.9854,85.4913,7.71523,32.8033,23.4016,70.7103,15.4556,73.4,18.4729,85.491,-6.2560199999999995,2.75097,1.42826,0.428479,2.48748,0.205905,0.39,0.07,0.25,0.31,0.26
NER,2016,15.2807,32.5382,60.1857,71.1865,60.9114,57.6796,60.5797,81.9004,9.83037,32.5382,54.7354,71.1865,55.4611,57.6796,55.1294,81.9004,12.4007,32.5375,57.3057,71.1862,58.0315,57.6793,57.6998,81.9001,-6.87855,1.50591,1.42826,0.428479,2.57032,0.208498,0.72,0.07,0.25,0.31,0.26
NER,2017,9.362260000000001,27.2099,46.4802,40.1986,45.4156,34.4025,32.0609,63.365,3.9904699999999997,27.2099,41.1084,40.1986,40.0438,34.4025,26.6891,63.365,6.66965,27.2091,43.7876,40.1981,42.723,34.4019,29.3683,63.3647,-6.80006,1.6628900000000002,1.42826,0.428479,2.67919,0.202572,1.01,0.07,0.25,0.31,0.26
NER,2018,-11.3225,50.6629,43.8456,76.7666,22.9748,58.327,25.5124,81.2025,-16.7049,50.6629,38.4631,76.7666,17.5923,58.327,20.13,81.2025,-13.9507,50.6625,41.2174,76.7664,20.3466,58.3267,22.8842,81.2022,-6.81076,1.6415,1.42826,0.428479,2.75426,0.202572,0.57,0.07,0.25,0.31,0.26
NER,2019,-3.7426699999999995,26.5769,57.9895,48.4602,37.3772,48.9319,20.2389,76.9584,-9.60421,26.5769,52.1279,48.4602,31.5157,48.9319,14.3774,76.9584,-6.78666,26.5761,54.9455,48.4598,34.3332,48.9315,17.1949,76.9581,-7.2898,0.683413,1.42826,0.428479,2.81754,0.205905,1.07,0.07,0.25,0.31,0.26
NER,2020,15.5682,19.6387,61.4412,74.327,62.2621,54.7516,33.9179,75.7988,10.1894,19.6387,56.0624,74.327,56.8833,54.7516,28.5391,75.7988,12.5888,19.6376,58.4618,74.3267,59.2827,54.7512,30.9385,75.7985,-6.80704,1.64894,1.42826,0.428479,2.39942,0.205905,0.77,0.07,0.25,0.31,0.26
NER,mean,-2.66539,27.0033,45.4099,56.1189,36.0249,45.993,26.0,71.0846,-8.04416,26.9495,40.0311,56.0931,30.6461,45.9615,20.6212,71.0642,-5.426130000000001,26.9487,42.6491,56.0927,33.2642,45.961,23.2392,71.0639,-6.80704,1.64894,1.42826,0.428479,2.61804,0.20522600000000002,0.98,0.07,0.25,0.31,0.26
NGA,2015,18.2428,249.544,216.363,149.36,293.888,152.613,218.928,236.75400000000002,15.8581,249.544,213.97799999999998,149.36,291.503,152.613,216.544,236.75400000000002,70.8339,249.487,268.954,149.264,346.47900000000004,152.52,271.52,236.69299999999998,-18.7509,18.6405,16.3662,4.90985,54.9758,5.34802,1.16,0.12,0.41,0.37,0.45
NGA,2016,283.203,209.891,323.217,189.50799999999998,297.309,239.94099999999997,272.452,255.91099999999997,279.324,209.891,319.33799999999997,189.50799999999998,293.43,239.94099999999997,268.573,255.91099999999997,335.889,209.81900000000002,375.903,189.428,349.995,239.878,325.138,255.852,-20.2451,15.6521,16.3662,4.90985,56.565,5.49519,0.17,0.12,0.41,0.37,0.45
NGA,2017,85.5294,158.766,384.94199999999995,117.241,389.36199999999997,145.171,184.358,234.828,81.8886,158.766,381.30199999999996,117.241,385.721,145.171,180.717,234.828,140.988,158.65,440.401,117.083,444.82099999999997,145.04399999999998,239.81599999999997,234.74900000000002,-20.0069,16.1285,16.3662,4.90985,59.0994,6.07527,2.71,0.12,0.41,0.37,0.45
NGA,2018,-52.8729,254.01,216.877,238.53799999999998,232.19299999999998,212.608,124.26899999999999,188.55900000000003,-56.4547,254.01,213.296,238.53799999999998,228.612,212.608,120.68700000000001,188.55900000000003,4.56316,253.937,274.313,238.46,289.629,212.521,181.705,188.46099999999998,-19.948,16.2463,16.3662,4.90985,61.0178,6.07527,1.04,0.12,0.41,0.37,0.45
NGA,2019,71.2957,159.191,160.722,214.662,243.421,278.81,86.9841,210.771,66.7918,159.191,156.218,214.662,238.917,278.81,82.4802,210.771,129.5,159.101,218.926,214.59599999999998,301.624,278.759,145.188,210.703,-20.8701,14.4022,16.3662,4.90985,62.7078,5.34802,0.74,0.12,0.41,0.37,0.45
NGA,2020,44.5639,171.40599999999998,391.083,259.14599999999996,464.598,352.832,63.0825,252.43099999999998,40.9659,171.40599999999998,387.485,259.14599999999996,461.0,352.832,59.4845,252.43099999999998,99.233,171.322,445.75199999999995,259.091,519.2669999999999,352.792,117.75200000000001,252.37400000000002,-19.9642,16.2139,16.3662,4.90985,58.2671,5.34802,1.66,0.12,0.41,0.37,0.45
NGA,mean,113.07799999999999,201.882,313.507,178.747,389.87,189.79,170.905,204.11700000000002,109.48,201.17,309.909,177.94299999999998,386.272,189.032,167.30700000000002,203.41299999999998,168.252,201.09099999999998,368.681,177.854,445.04400000000004,188.949,226.08,203.33599999999998,-19.9642,16.2139,16.3662,4.90985,58.7722,5.61496,1.55,0.12,0.41,0.37,0.45
NIC,2015,11.8563,73.7891,77.5959,85.805,59.2393,78.2822,4.9646099999999995,104.889,3.3584199999999997,73.7891,69.098,85.805,50.7415,78.2822,-3.53323,104.889,9.35389,73.7881,75.0935,85.8041,56.7369,78.2812,2.46224,104.88799999999999,-8.28009,14.5065,-0.217746,-0.0653237,5.99547,0.388278,1.62,0.07,0.21,0.33,0.42
NIC,2016,68.3395,30.0601,82.5478,63.075,46.3748,65.5807,19.5308,80.5516,59.8876,30.0601,74.0959,63.075,37.9228,65.5807,11.0789,80.5516,65.8528,30.0574,80.0611,63.0737,43.8881,65.5795,17.0441,80.5506,-8.23419,14.5983,-0.217746,-0.0653237,5.9652400000000005,0.40293,0.44,0.07,0.21,0.33,0.42
NIC,2017,17.7879,17.3898,85.0799,76.9933,17.4907,58.748,-19.0393,79.4284,9.18985,17.3898,76.4818,76.9933,8.8926,58.748,-27.6374,79.4284,15.1434,17.3851,82.4354,76.9922,14.8462,58.7467,-21.6838,79.4273,-8.380360000000001,14.306,-0.217746,-0.0653237,5.95357,0.40320100000000003,0.83,0.07,0.21,0.33,0.42
NIC,2018,35.0054,57.1745,75.4034,81.5609,37.1234,82.0489,16.7335,91.7993,26.4145,57.1745,66.8126,81.5609,28.5325,82.0489,8.142619999999999,91.7993,32.4951,57.173,72.8931,81.5599,34.613,82.0479,14.2231,91.7984,-8.37309,14.3205,-0.217746,-0.0653237,6.08053,0.40320100000000003,0.57,0.07,0.21,0.33,0.42
NIC,2019,35.3731,23.7296,98.7799,125.09899999999999,70.1808,134.03,11.7099,79.9565,26.8263,23.7296,90.2331,125.09899999999999,61.6341,134.03,3.1631099999999996,79.9565,33.0626,23.7264,96.4694,125.09899999999999,67.8704,134.029,9.399389999999999,79.9556,-8.32901,14.4087,-0.217746,-0.0653237,6.236280000000001,0.388278,0.53,0.07,0.21,0.33,0.42
NIC,2020,68.8851,59.6544,78.0792,91.1376,96.1096,122.083,21.1676,105.508,60.348,59.6544,69.5421,91.1376,87.5725,122.083,12.6306,105.508,66.0443,59.6531,75.2384,91.1368,93.2688,122.08200000000001,18.3269,105.507,-8.31935,14.428,-0.217746,-0.0653237,5.696330000000001,0.388278,0.15,0.07,0.21,0.33,0.42
NIC,mean,45.3854,33.4461,89.5273,87.4515,61.8622,94.8395,12.527,81.2907,36.8483,30.174,80.9902,86.2531,53.3251,93.7355,3.9899199999999997,80.0,42.8362,30.1714,86.9781,86.2522,59.3131,93.7347,9.97782,79.999,-8.31935,14.428,-0.217746,-0.0653237,5.9879,0.395694,0.72,0.07,0.21,0.33,0.42
NIU,2015,-0.951119,0.561605,-1.14831,0.503386,-0.891883,0.73678,-1.64395,0.731529,-0.9511229999999999,0.561605,-1.14832,0.503386,-0.8918870000000001,0.73678,-1.64395,0.731529,-0.937423,0.561605,-1.13462,0.503386,-0.878187,0.73678,-1.63025,0.731529,-3.8028300000000002e-06,7.6056600000000005e-06,0.0,0.0,0.0136995,0.0,-0.61,0.42,0.05,0.46,0.42
NIU,2016,-0.988109,0.28079,-1.00142,0.293923,-1.11014,0.46070500000000003,-1.37588,0.371653,-0.9881129999999999,0.28079,-1.00142,0.293923,-1.11015,0.46070500000000003,-1.37589,0.371653,-0.9739639999999999,0.28079,-0.9872719999999999,0.293923,-1.096,0.46070500000000003,-1.36174,0.371653,-4.796359999999999e-06,9.592719999999999e-06,0.0,0.0,0.014149799999999999,0.0,-0.03,0.42,0.05,0.46,0.42
